region_id,weight,active_duration_sec,covered_duration_sec,active_duration_h,covered_duration_h,coverage_given_active
z1_A,0.35,7380.0,6600.0,2.05,1.8333333333333333,0.8943089430894309
z2_A,0.25,6060.0,5345.476999999999,1.6833333333333333,1.484854722222222,0.882091914191419
z3_A,0.2,7500.0,6418.109000000002,2.0833333333333335,1.782808055555556,0.8557478666666669
z4_A,0.2,6912.625,6372.625,1.9201736111111112,1.770173611111111,0.9218820636154862
