region_id,weight,active_duration_sec,covered_duration_sec,active_duration_h,covered_duration_h,coverage_given_active
z1_A,0.35,7380.0,5460.0,2.05,1.5166666666666666,0.7398373983739838
z2_A,0.25,6060.0,4690.990000000001,1.6833333333333333,1.303052777777778,0.7740907590759077
z3_A,0.2,7500.0,6242.768000000003,2.0833333333333335,1.7341022222222229,0.832369066666667
z4_A,0.2,6840.0,5624.695999999998,1.9,1.562415555555555,0.8223239766081869
