region_id,weight,active_duration_sec,covered_duration_sec,active_duration_h,covered_duration_h,coverage_given_active
z1_A,0.35,7380.0,6180.0,2.05,1.7166666666666666,0.8373983739837398
z2_A,0.25,6041.671999999999,5380.973999999999,1.6782422222222217,1.4947149999999998,0.8906431861908426
z3_A,0.2,7500.0,6348.7300000000005,2.0833333333333335,1.7635361111111112,0.8464973333333334
z4_A,0.2,6840.0,5409.256000000001,1.9,1.5025711111111115,0.7908269005847955
