segment_index,start,end,duration,active_gateway_count,active_region_count,covered_region_count,active_weight,covered_weight,normalized_coverage
341,22200.0,22320.0,120.0,1,0,0,0.0,0.0,
342,22320.0,22380.0,60.0,1,1,0,0.35,0.0,0.0
343,22380.0,22440.0,60.0,1,1,0,0.35,0.0,0.0
344,22440.0,22560.0,120.0,1,1,0,0.35,0.0,0.0
345,22560.0,22620.0,60.0,1,1,1,0.2,0.2,1.0
346,22620.0,22680.0,60.0,1,1,1,0.2,0.2,1.0
347,22680.0,22740.0,60.0,1,1,1,0.2,0.2,1.0
348,22740.0,22748.137,8.136999999998807,1,0,0,0.0,0.0,
349,22748.137,22800.0,51.86300000000119,2,0,0,0.0,0.0,
350,22800.0,22860.0,60.0,2,0,0,0.0,0.0,
351,22860.0,22920.0,60.0,2,1,1,0.2,0.2,1.0
352,22920.0,22980.0,60.0,2,2,2,0.55,0.55,1.0
353,22980.0,23040.0,60.0,2,1,1,0.35,0.35,1.0
354,23040.0,23100.0,60.0,2,1,1,0.35,0.35,1.0
355,23100.0,23119.001,19.001000000000204,2,1,1,0.35,0.35,1.0
356,23119.001,23160.0,40.998999999999796,3,1,1,0.35,0.35,1.0
357,23160.0,23220.0,60.0,3,0,0,0.0,0.0,
358,23220.0,23280.0,60.0,3,1,1,0.2,0.2,1.0
359,23280.0,23340.0,60.0,3,1,1,0.2,0.2,1.0
360,23340.0,23400.0,60.0,3,0,0,0.0,0.0,
361,23400.0,23460.0,60.0,3,0,0,0.0,0.0,
362,23460.0,23580.0,120.0,3,1,1,0.2,0.2,1.0
363,23580.0,23640.0,60.0,3,2,2,0.55,0.55,1.0
364,23640.0,23700.0,60.0,3,1,1,0.35,0.35,1.0
365,23700.0,23820.0,120.0,3,1,1,0.35,0.35,1.0
366,23820.0,23880.0,60.0,3,0,0,0.0,0.0,
367,23880.0,23940.0,60.0,3,1,1,0.25,0.25,1.0
368,23940.0,24000.0,60.0,3,1,1,0.25,0.25,1.0
369,24000.0,24060.0,60.0,3,1,1,0.25,0.25,1.0
370,24060.0,24120.0,60.0,3,1,1,0.2,0.2,1.0
371,24120.0,24180.0,60.0,3,1,1,0.2,0.2,1.0
372,24180.0,24240.0,60.0,3,2,2,0.55,0.55,1.0
373,24240.0,24300.0,60.0,3,2,2,0.55,0.55,1.0
374,24300.0,24360.0,60.0,3,1,1,0.35,0.35,1.0
375,24360.0,24420.0,60.0,3,1,1,0.35,0.35,1.0
376,24420.0,24480.0,60.0,3,0,0,0.0,0.0,
377,24480.0,24540.0,60.0,3,1,1,0.25,0.25,1.0
378,24540.0,24600.0,60.0,3,1,1,0.25,0.25,1.0
379,24600.0,24660.0,60.0,3,1,1,0.25,0.25,1.0
380,24660.0,24720.0,60.0,3,2,2,0.45,0.45,1.0
381,24720.0,24840.0,120.0,3,1,1,0.2,0.2,1.0
382,24840.0,24900.0,60.0,3,2,2,0.55,0.55,1.0
383,24900.0,24960.0,60.0,3,2,2,0.55,0.55,1.0
384,24960.0,25080.0,120.0,3,1,1,0.35,0.35,1.0
385,25080.0,25140.0,60.0,3,1,1,0.25,0.25,1.0
386,25140.0,25200.0,60.0,3,1,1,0.25,0.25,1.0
387,25200.0,25260.0,60.0,3,1,1,0.25,0.25,1.0
388,25260.0,25320.0,60.0,3,1,1,0.25,0.25,1.0
389,25320.0,25380.0,60.0,3,2,2,0.45,0.45,1.0
390,25380.0,25440.0,60.0,3,1,1,0.2,0.2,1.0
391,25440.0,25500.0,60.0,3,2,2,0.55,0.55,1.0
392,25500.0,25560.0,60.0,3,2,2,0.55,0.55,1.0
393,25560.0,25620.0,60.0,3,1,1,0.35,0.35,1.0
394,25620.0,25680.0,60.0,3,0,0,0.0,0.0,
395,25680.0,25740.0,60.0,3,0,0,0.0,0.0,
396,25740.0,25800.0,60.0,3,1,1,0.25,0.25,1.0
397,25800.0,25860.0,60.0,3,1,1,0.25,0.25,1.0
398,25860.0,25902.162,42.16200000000026,3,1,1,0.25,0.25,1.0
399,25902.162,25920.0,17.837999999999738,2,1,1,0.25,0.25,1.0
400,25920.0,25980.0,60.0,2,2,2,0.45,0.45,1.0
401,25980.0,26100.0,120.0,2,1,1,0.2,0.2,1.0
402,26100.0,26160.0,60.0,2,1,1,0.2,0.2,1.0
403,26160.0,26220.0,60.0,2,0,0,0.0,0.0,
404,26220.0,26340.0,120.0,2,0,0,0.0,0.0,
405,26340.0,26400.0,60.0,2,0,0,0.0,0.0,
406,26400.0,26460.0,60.0,2,1,1,0.25,0.25,1.0
407,26460.0,26520.0,60.0,2,1,1,0.25,0.25,1.0
408,26520.0,26580.0,60.0,2,1,1,0.25,0.25,1.0
409,26580.0,26640.0,60.0,2,1,1,0.2,0.2,1.0
410,26640.0,26700.0,60.0,2,1,1,0.2,0.2,1.0
411,26700.0,26760.0,60.0,2,1,1,0.2,0.2,1.0
412,26760.0,26820.0,60.0,2,0,0,0.0,0.0,
413,26820.0,26880.0,60.0,2,0,0,0.0,0.0,
414,26880.0,26940.0,60.0,2,0,0,0.0,0.0,
415,26940.0,27000.0,60.0,2,0,0,0.0,0.0,
416,27000.0,27060.0,60.0,2,1,1,0.25,0.25,1.0
417,27060.0,27120.0,60.0,2,1,1,0.25,0.25,1.0
418,27120.0,27180.0,60.0,2,1,1,0.25,0.25,1.0
